Stock,B,S,G,BB,BS,BG
HDC,337,295,42,2.0,8.0,-6.0
CII,444,591,-147,1.0,1.0,0.0
BCG,557,402,155,3.0,1.0,2.0
VJC,236,145,91,4.0,1.0,3.0
VDS,481,252,229,5.0,2.0,3.0
CRE,136,161,-25,21.0,12.0,9.0
KDC,128,145,-17,16.0,47.0,-31.0
SZC,446,298,148,2.0,1.0,1.0
OIL,470,446,24,5.0,8.0,-3.0
CTR,188,151,37,3.0,2.0,1.0
PC1,192,144,48,0.0,1.0,-1.0
HAG,530,496,34,0.0,2.0,-2.0
PHR,851,403,448,20.0,10.0,10.0
VGT,752,260,492,7.0,22.0,-15.0
DLG,1557,1301,256,6.0,3.0,3.0
FCN,501,333,168,4.0,0.0,4.0
HAH,608,429,179,1.0,2.0,-1.0
PNJ,233,116,117,6.0,2.0,4.0
DPM,494,449,45,8.0,3.0,5.0
VCS,258,136,122,20.0,4.0,16.0
BSI,395,214,181,5.0,2.0,3.0
BMI,214,144,70,9.0,5.0,4.0
CEO,275,295,-20,4.0,4.0,0.0
DCL,78,99,-21,3.0,1.0,2.0
SAB,65,112,-47,1.0,1.0,0.0
MST,176,74,102,1.0,1.0,0.0
HDG,446,299,147,8.0,7.0,1.0
CTS,430,342,88,0.0,2.0,-2.0
TDH,911,385,526,0.0,1.0,-1.0
SBS,540,331,209,2.0,2.0,0.0
ART,641,363,278,6.0,8.0,-2.0
REE,566,353,213,9.0,1.0,8.0
HVN,625,548,77,0.0,1.0,-1.0
DGW,133,101,32,2.0,2.0,0.0
AAS,488,389,99,3.0,1.0,2.0
FMC,290,198,92,1.0,0.0,1.0
LDG,665,542,123,2.0,0.0,2.0
ANV,245,201,44,7.0,0.0,7.0
PET,603,494,109,1.0,1.0,0.0
BCC,156,133,23,0.0,0.0,0.0
HPX,29,79,-50,10.0,17.0,-7.0
CTI,188,150,38,2.0,0.0,2.0
ASM,855,487,368,2.0,2.0,0.0
KLF,912,481,431,17.0,13.0,4.0
CTD,78,116,-38,0.0,1.0,-1.0
S99,383,242,141,2.0,0.0,2.0
VCG,216,50,166,1.0,1.0,0.0
GEG,295,225,70,1.0,1.0,0.0
FRT,319,348,-29,3.0,1.0,2.0
AGR,538,461,77,0.0,1.0,-1.0
HT1,264,245,19,0.0,1.0,-1.0
SHI,227,157,70,10.0,5.0,5.0
FTS,287,179,108,5.0,1.0,4.0
BVS,331,163,168,3.0,5.0,-2.0
VGI,280,189,91,0.0,2.0,-2.0
C4G,214,115,99,0.0,2.0,-2.0
PVC,318,161,157,2.0,0.0,2.0
MHC,147,177,-30,0.0,0.0,0.0
TVB,231,163,68,2.0,2.0,0.0
TDC,269,243,26,2.0,1.0,1.0
APS,398,181,217,0.0,2.0,-2.0
EIB,124,155,-31,0.0,0.0,0.0
LHG,124,98,26,0.0,0.0,0.0
G36,154,152,2,2.0,1.0,1.0
AMV,117,146,-29,0.0,2.0,-2.0
TLH,271,233,38,0.0,1.0,-1.0
HAX,243,190,53,1.0,1.0,0.0
BWE,170,166,4,0.0,3.0,-3.0
PSH,279,110,169,15.0,1.0,14.0
MSR,163,147,16,2.0,3.0,-1.0
APG,1865,520,1345,5.0,2.0,3.0
SMC,227,261,-34,0.0,0.0,0.0
NTL,214,214,0,0.0,0.0,0.0
IDI,560,381,179,0.0,0.0,0.0
ORS,169,95,74,0.0,2.0,-2.0
DPG,109,88,21,1.0,5.0,-4.0
D2D,172,131,41,1.0,1.0,0.0
NTC,58,44,14,2.0,1.0,1.0
HVH,144,161,-17,0.0,0.0,0.0
AMD,760,402,358,1.0,0.0,1.0
TDM,170,125,45,0.0,2.0,-2.0
NT2,143,124,19,0.0,0.0,0.0
VPI,81,67,14,3.0,2.0,1.0
VTP,128,82,46,30.0,5.0,25.0
NAF,92,38,54,0.0,0.0,0.0
TIG,173,96,77,1.0,1.0,0.0
ELC,287,163,124,0.0,0.0,0.0
NDN,188,149,39,5.0,0.0,5.0
DVN,103,145,-42,0.0,0.0,0.0
LSS,469,248,221,1.0,1.0,0.0
NHH,67,31,36,3.0,2.0,1.0
LAS,131,125,6,0.0,0.0,0.0
GIL,152,98,54,6.0,0.0,6.0
CCL,88,125,-37,0.0,0.0,0.0
TVN,171,131,40,0.0,0.0,0.0
EVG,135,107,28,0.0,1.0,-1.0
HAI,657,353,304,1.0,0.0,1.0
VOC,194,211,-17,1.0,2.0,-1.0
PHC,95,66,29,1.0,0.0,1.0
BMP,95,67,28,1.0,3.0,-2.0
QTP,155,116,39,1.0,0.0,1.0
PLC,267,228,39,2.0,2.0,0.0
HHS,452,350,102,0.0,0.0,0.0
TVC,141,86,55,0.0,3.0,-3.0
GTN,130,80,50,1.0,0.0,1.0
BFC,99,96,3,0.0,0.0,0.0
BII,146,154,-8,0.0,0.0,0.0
PVP,307,149,158,0.0,3.0,-3.0
TV2,73,66,7,0.0,0.0,0.0
VPG,222,324,-102,2.0,2.0,0.0
SGP,136,103,33,0.0,0.0,0.0
DRI,466,197,269,5.0,0.0,5.0
TCM,308,172,136,4.0,11.0,-7.0
PVI,68,33,35,1.0,0.0,1.0
NRC,42,30,12,3.0,0.0,3.0
SJF,276,159,117,0.0,0.0,0.0
TCL,156,120,36,1.0,0.0,1.0
ABS,94,86,8,0.0,0.0,0.0
DRH,342,237,105,0.0,0.0,0.0
ACV,52,47,5,0.0,0.0,0.0
VGS,152,56,96,0.0,0.0,0.0
PAS,101,69,32,1.0,0.0,1.0
MPC,226,173,53,2.0,0.0,2.0
MBG,395,210,185,2.0,0.0,2.0
KOS,23,26,-3,0.0,1.0,-1.0
FIR,79,81,-2,0.0,0.0,0.0
DHC,85,104,-19,4.0,2.0,2.0
KMR,108,86,22,0.0,0.0,0.0
HII,121,23,98,1.0,0.0,1.0
VEA,37,32,5,1.0,0.0,1.0
PTB,359,110,249,9.0,2.0,7.0
AAV,92,48,44,0.0,0.0,0.0
GKM,207,68,139,0.0,0.0,0.0
SJS,204,112,92,6.0,5.0,1.0
PVB,70,93,-23,0.0,0.0,0.0
VIG,273,101,172,0.0,0.0,0.0
VHG,259,190,69,0.0,0.0,0.0
IDJ,62,72,-10,0.0,0.0,0.0
EVF,88,59,29,0.0,0.0,0.0
KSH,205,79,126,0.0,0.0,0.0
SIP,9,14,-5,0.0,0.0,0.0
KLB,49,32,17,0.0,0.0,0.0
PVM,29,32,-3,0.0,0.0,0.0
