Stock,B,S,G,BB,BS,BG
VJC,330,246,84,3.0,1.0,2.0
CRE,209,204,5,19.0,20.0,-1.0
FIT,388,255,133,8.0,11.0,-3.0
CTR,457,334,123,5.0,11.0,-6.0
SCR,556,647,-91,6.0,6.0,0.0
DRC,534,626,-92,3.0,5.0,-2.0
NAF,1016,138,878,8.0,5.0,3.0
BID,481,531,-50,1.0,3.0,-2.0
HDC,311,398,-87,5.0,10.0,-5.0
VHC,394,480,-86,5.0,8.0,-3.0
HAH,577,501,76,0.0,3.0,-3.0
PET,655,514,141,2.0,1.0,1.0
PVT,706,652,54,6.0,3.0,3.0
BMI,381,599,-218,1.0,3.0,-2.0
SMC,437,471,-34,2.0,2.0,0.0
PLX,435,400,35,8.0,3.0,5.0
ROS,1227,1041,186,0.0,1.0,-1.0
HNG,877,892,-15,1.0,3.0,-2.0
MST,757,168,589,2.0,4.0,-2.0
SGP,485,360,125,0.0,8.0,-8.0
DPM,295,421,-126,2.0,5.0,-3.0
TTF,545,402,143,1.0,0.0,1.0
PAN,387,241,146,5.0,10.0,-5.0
SZC,305,393,-88,2.0,2.0,0.0
DPG,287,434,-147,2.0,2.0,0.0
GIL,248,207,41,8.0,4.0,4.0
HBC,516,383,133,1.0,5.0,-4.0
KSB,392,353,39,2.0,3.0,-1.0
DGW,228,204,24,3.0,2.0,1.0
TNG,249,269,-20,2.0,6.0,-4.0
VIB,619,380,239,1.0,3.0,-2.0
APH,275,146,129,1.0,1.0,0.0
BVH,292,390,-98,0.0,3.0,-3.0
BSI,262,298,-36,3.0,2.0,1.0
TDM,283,457,-174,1.0,3.0,-2.0
PC1,479,359,120,0.0,0.0,0.0
IDC,140,156,-16,6.0,10.0,-4.0
SBT,282,372,-90,3.0,0.0,3.0
NTL,327,402,-75,0.0,1.0,-1.0
HUT,272,278,-6,1.0,2.0,-1.0
CKG,291,483,-192,2.0,0.0,2.0
NDN,294,227,67,0.0,4.0,-4.0
VPI,81,37,44,18.0,1.0,17.0
CEO,246,248,-2,4.0,4.0,0.0
BWE,199,253,-54,0.0,8.0,-8.0
ITA,447,489,-42,0.0,2.0,-2.0
LHG,172,302,-130,0.0,2.0,-2.0
EIB,464,308,156,0.0,2.0,-2.0
PTB,96,192,-96,0.0,5.0,-5.0
BVS,196,335,-139,4.0,0.0,4.0
REE,668,223,445,0.0,0.0,0.0
VTP,331,289,42,13.0,2.0,11.0
ASM,189,218,-29,1.0,5.0,-4.0
PHR,110,244,-134,0.0,4.0,-4.0
HQC,529,452,77,1.0,3.0,-2.0
VCG,309,59,250,0.0,0.0,0.0
VPG,127,236,-109,0.0,0.0,0.0
VGT,665,380,285,8.0,12.0,-4.0
LTG,210,199,11,1.0,2.0,-1.0
TV2,234,174,60,0.0,0.0,0.0
LCG,226,258,-32,0.0,0.0,0.0
QNS,374,211,163,7.0,4.0,3.0
CTS,275,366,-91,2.0,0.0,2.0
CII,161,195,-34,0.0,4.0,-4.0
HVN,263,328,-65,1.0,0.0,1.0
PHC,86,133,-47,0.0,0.0,0.0
TCM,135,23,112,3.0,0.0,3.0
SHI,296,54,242,1.0,0.0,1.0
ANV,233,265,-32,0.0,0.0,0.0
FMC,238,184,54,0.0,0.0,0.0
ART,216,235,-19,0.0,3.0,-3.0
LAS,345,227,118,0.0,2.0,-2.0
HAG,406,321,85,0.0,0.0,0.0
DCL,122,42,80,0.0,0.0,0.0
DHC,79,61,18,4.0,3.0,1.0
NT2,156,262,-106,0.0,1.0,-1.0
VEA,44,67,-23,0.0,0.0,0.0
AGR,356,311,45,0.0,0.0,0.0
CSV,169,184,-15,0.0,1.0,-1.0
SBS,404,330,74,4.0,4.0,0.0
TSC,197,142,55,0.0,0.0,0.0
NHH,243,75,168,0.0,0.0,0.0
EVG,273,95,178,1.0,0.0,1.0
KLF,242,204,38,2.0,0.0,2.0
AAS,196,234,-38,2.0,0.0,2.0
LDG,366,367,-1,0.0,0.0,0.0
FTS,145,124,21,2.0,1.0,1.0
BCG,164,215,-51,0.0,0.0,0.0
TLH,200,281,-81,0.0,0.0,0.0
SAB,110,57,53,1.0,0.0,1.0
APS,232,170,62,1.0,0.0,1.0
TVC,199,100,99,0.0,5.0,-5.0
VDS,146,149,-3,0.0,0.0,0.0
APG,342,213,129,0.0,0.0,0.0
KOS,149,105,44,0.0,0.0,0.0
NTC,40,28,12,3.0,5.0,-2.0
FCN,176,130,46,0.0,0.0,0.0
FIR,131,98,33,0.0,0.0,0.0
AMD,333,272,61,0.0,0.0,0.0
HPX,16,3,13,6.0,1.0,5.0
DLG,321,297,24,0.0,0.0,0.0
MHC,211,128,83,0.0,0.0,0.0
BII,145,93,52,1.0,1.0,0.0
OIL,232,316,-84,9.0,3.0,6.0
HHS,164,173,-9,0.0,0.0,0.0
ELC,170,93,77,0.0,0.0,0.0
HII,136,91,45,0.0,0.0,0.0
CTD,197,49,148,0.0,0.0,0.0
QTP,74,86,-12,0.0,0.0,0.0
HT1,102,125,-23,0.0,0.0,0.0
HAX,188,203,-15,0.0,0.0,0.0
MSH,89,59,30,0.0,0.0,0.0
S99,73,112,-39,0.0,0.0,0.0
ORS,112,90,22,0.0,0.0,0.0
TCL,77,95,-18,0.0,0.0,0.0
HAI,247,267,-20,0.0,0.0,0.0
HID,195,192,3,0.0,0.0,0.0
PLP,63,75,-12,0.0,0.0,0.0
SJS,30,111,-81,0.0,0.0,0.0
D2D,77,59,18,0.0,0.0,0.0
PLC,80,96,-16,0.0,0.0,0.0
DAH,100,69,31,0.0,1.0,-1.0
VGI,203,200,3,3.0,0.0,3.0
TVB,168,49,119,0.0,0.0,0.0
ABS,128,106,22,0.0,0.0,0.0
PAS,118,32,86,0.0,0.0,0.0
HCD,243,126,117,0.0,0.0,0.0
TVN,126,58,68,0.0,1.0,-1.0
DRH,84,99,-15,0.0,0.0,0.0
MSR,52,79,-27,0.0,1.0,-1.0
TIG,62,42,20,0.0,0.0,0.0
PVC,111,154,-43,0.0,0.0,0.0
LIG,65,27,38,1.0,0.0,1.0
HVH,60,77,-17,0.0,0.0,0.0
