Stock,B,S,G,BB,BS,BG
PVT,797,852,-55,9.0,12.0,-3.0
CRE,84,95,-11,14.0,9.0,5.0
NLG,454,647,-193,4.0,8.0,-4.0
VRE,510,859,-349,9.0,7.0,2.0
DLG,914,831,83,1.0,1.0,0.0
ROS,1047,1051,-4,1.0,5.0,-4.0
ITA,1151,1213,-62,0.0,1.0,-1.0
SCR,610,946,-336,7.0,19.0,-12.0
EVG,70,114,-44,4.0,1.0,3.0
SBT,488,642,-154,2.0,2.0,0.0
GEX,538,686,-148,9.0,16.0,-7.0
HQC,656,777,-121,4.0,1.0,3.0
SZC,444,494,-50,1.0,3.0,-2.0
VCB,765,453,312,27.0,19.0,8.0
HBC,499,778,-279,6.0,4.0,2.0
HAG,320,426,-106,3.0,5.0,-2.0
MWG,147,263,-116,7.0,15.0,-8.0
KDH,281,544,-263,1.0,10.0,-9.0
HDC,266,271,-5,19.0,23.0,-4.0
CTR,252,193,59,1.0,8.0,-7.0
OIL,402,441,-39,1.0,11.0,-10.0
MSN,227,401,-174,2.0,23.0,-21.0
AAS,468,388,80,1.0,3.0,-2.0
NTL,322,331,-9,2.0,3.0,-1.0
BVH,546,403,143,7.0,16.0,-9.0
KSB,427,532,-105,0.0,0.0,0.0
BSI,206,239,-33,0.0,5.0,-5.0
DPM,262,406,-144,2.0,6.0,-4.0
LCG,483,419,64,1.0,1.0,0.0
DGC,231,405,-174,0.0,17.0,-17.0
CII,228,340,-112,2.0,8.0,-6.0
ASM,321,588,-267,1.0,3.0,-2.0
APH,147,148,-1,7.0,2.0,5.0
CTD,281,223,58,1.0,2.0,-1.0
TCM,154,194,-40,2.0,16.0,-14.0
VHC,253,363,-110,0.0,4.0,-4.0
SHI,163,86,77,3.0,3.0,0.0
SBS,474,484,-10,3.0,4.0,-1.0
MST,57,89,-32,1.0,0.0,1.0
VPG,121,258,-137,1.0,3.0,-2.0
CKG,390,323,67,10.0,4.0,6.0
SJS,95,117,-22,1.0,2.0,-1.0
PAN,336,412,-76,2.0,12.0,-10.0
PHC,82,83,-1,0.0,0.0,0.0
TTF,648,513,135,2.0,1.0,1.0
PHR,261,240,21,5.0,2.0,3.0
HHS,361,413,-52,0.0,1.0,-1.0
PNJ,112,84,28,0.0,0.0,0.0
VCS,127,197,-70,2.0,8.0,-6.0
HPX,113,34,79,21.0,4.0,17.0
VIB,240,315,-75,0.0,6.0,-6.0
DCM,375,465,-90,1.0,5.0,-4.0
TSC,626,399,227,2.0,4.0,-2.0
BWE,76,84,-8,3.0,2.0,1.0
MSR,237,380,-143,0.0,4.0,-4.0
PET,231,413,-182,1.0,2.0,-1.0
FCN,236,271,-35,3.0,3.0,0.0
CTI,97,155,-58,2.0,0.0,2.0
KOS,46,19,27,0.0,0.0,0.0
ANV,212,204,8,0.0,0.0,0.0
PSH,170,63,107,0.0,0.0,0.0
HUT,195,250,-55,6.0,5.0,1.0
HAH,254,276,-22,1.0,0.0,1.0
BCG,248,508,-260,1.0,1.0,0.0
NHH,62,14,48,4.0,0.0,4.0
AGR,359,348,11,0.0,1.0,-1.0
HVN,259,274,-15,1.0,0.0,1.0
S99,207,244,-37,1.0,3.0,-2.0
BVS,129,285,-156,1.0,2.0,-1.0
PLC,151,177,-26,1.0,1.0,0.0
REE,164,182,-18,0.0,1.0,-1.0
NTC,56,63,-7,1.0,3.0,-2.0
DGW,109,58,51,0.0,3.0,-3.0
LDG,456,594,-138,0.0,0.0,0.0
VDS,152,195,-43,0.0,0.0,0.0
APG,324,360,-36,0.0,0.0,0.0
CEO,296,208,88,2.0,5.0,-3.0
NAF,292,79,213,1.0,4.0,-3.0
LTG,165,196,-31,0.0,0.0,0.0
FRT,240,426,-186,1.0,0.0,1.0
BMI,52,187,-135,1.0,6.0,-5.0
HTN,84,150,-66,0.0,0.0,0.0
FTS,138,172,-34,0.0,2.0,-2.0
DRH,179,187,-8,1.0,1.0,0.0
ART,201,265,-64,0.0,5.0,-5.0
QNS,101,231,-130,0.0,5.0,-5.0
ACV,25,59,-34,2.0,1.0,1.0
LAS,164,178,-14,0.0,0.0,0.0
TVC,185,148,37,5.0,1.0,4.0
HDG,153,241,-88,2.0,3.0,-1.0
HII,98,89,9,0.0,0.0,0.0
AMD,338,273,65,0.0,0.0,0.0
LSS,160,192,-32,0.0,0.0,0.0
KMR,189,179,10,1.0,0.0,1.0
TLH,217,319,-102,0.0,1.0,-1.0
AMV,117,178,-61,1.0,2.0,-1.0
ELC,110,126,-16,0.0,0.0,0.0
HT1,141,193,-52,0.0,0.0,0.0
NT2,66,145,-79,0.0,0.0,0.0
NDN,131,109,22,0.0,1.0,-1.0
D2D,140,132,8,0.0,1.0,-1.0
TIG,60,81,-21,0.0,1.0,-1.0
G36,117,242,-125,1.0,0.0,1.0
BCC,138,187,-49,2.0,0.0,2.0
DTD,88,115,-27,0.0,0.0,0.0
VGI,207,229,-22,0.0,1.0,-1.0
TVN,162,226,-64,2.0,0.0,2.0
PVC,152,155,-3,2.0,2.0,0.0
DHC,43,73,-30,1.0,5.0,-4.0
NRC,31,50,-19,0.0,1.0,-1.0
C4G,192,222,-30,0.0,3.0,-3.0
DRI,145,175,-30,0.0,0.0,0.0
GEG,75,185,-110,0.0,0.0,0.0
FMC,72,113,-41,0.0,0.0,0.0
HAI,249,227,22,0.0,0.0,0.0
HAX,122,139,-17,0.0,1.0,-1.0
VCG,156,61,95,0.0,1.0,-1.0
PC1,92,193,-101,0.0,0.0,0.0
SMC,123,247,-124,1.0,0.0,1.0
EIB,103,91,12,0.0,0.0,0.0
KLF,259,288,-29,6.0,4.0,2.0
TDH,357,116,241,0.0,0.0,0.0
EVF,73,69,4,1.0,0.0,1.0
TDC,118,156,-38,0.0,1.0,-1.0
MSH,85,56,29,0.0,0.0,0.0
IDI,149,172,-23,0.0,0.0,0.0
LHG,137,128,9,0.0,1.0,-1.0
SAB,110,110,0,4.0,2.0,2.0
AAV,187,52,135,0.0,0.0,0.0
MHC,63,114,-51,0.0,1.0,-1.0
GKM,260,46,214,0.0,0.0,0.0
QTP,55,96,-41,0.0,1.0,-1.0
TVB,88,97,-9,0.0,0.0,0.0
GIL,68,67,1,0.0,2.0,-2.0
DPG,59,109,-50,0.0,1.0,-1.0
MBG,135,126,9,0.0,1.0,-1.0
TDM,90,101,-11,0.0,0.0,0.0
HAP,82,90,-8,0.0,0.0,0.0
DVN,125,100,25,0.0,0.0,0.0
BII,80,129,-49,0.0,0.0,0.0
VTP,33,86,-53,1.0,1.0,0.0
SGP,137,92,45,0.0,1.0,-1.0
PVP,112,106,6,0.0,1.0,-1.0
PVM,11,17,-6,1.0,0.0,1.0
IDJ,81,118,-37,0.0,0.0,0.0
MPC,61,75,-14,0.0,0.0,0.0
HVH,81,104,-23,0.0,0.0,0.0
VHG,102,142,-40,0.0,0.0,0.0
SIP,7,37,-30,0.0,0.0,0.0
TCL,66,80,-14,0.0,0.0,0.0
BMP,32,41,-9,0.0,0.0,0.0
TV2,48,60,-12,1.0,1.0,0.0
VGS,107,71,36,0.0,0.0,0.0
DCL,57,64,-7,0.0,1.0,-1.0
VEA,39,59,-20,0.0,0.0,0.0
PVB,74,42,32,0.0,0.0,0.0
TAR,75,58,17,0.0,0.0,0.0
PAS,91,34,57,0.0,0.0,0.0
GTN,69,98,-29,0.0,0.0,0.0
CCL,144,196,-52,0.0,0.0,0.0
PTB,126,50,76,0.0,2.0,-2.0
VIG,80,84,-4,0.0,0.0,0.0
KLB,35,32,3,0.0,1.0,-1.0
VOC,54,105,-51,0.0,0.0,0.0
BFC,28,90,-62,0.0,0.0,0.0
KSH,48,88,-40,0.0,0.0,0.0
DST,58,102,-44,0.0,0.0,0.0
PVI,21,17,4,0.0,0.0,0.0
