Stock,B,S,G,BB,BS,BG
AAS,191,297,-106,1.0,3.0,-2.0
MHC,305,209,96,0.0,0.0,0.0
HUT,106,226,-120,4.0,3.0,1.0
CKG,228,285,-57,0.0,1.0,-1.0
ASM,225,192,33,0.0,1.0,-1.0
CRE,111,56,55,14.0,3.0,11.0
APS,223,201,22,1.0,0.0,1.0
DPM,288,267,21,3.0,2.0,1.0
PHC,112,66,46,2.0,0.0,2.0
LHG,343,164,179,1.0,0.0,1.0
VDS,106,161,-55,0.0,0.0,0.0
KSB,160,161,-1,0.0,1.0,-1.0
GIL,40,68,-28,0.0,1.0,-1.0
SZC,413,378,35,10.0,3.0,7.0
HID,233,225,8,0.0,1.0,-1.0
TTF,307,336,-29,1.0,0.0,1.0
VEA,68,62,6,0.0,0.0,0.0
BMI,119,116,3,0.0,0.0,0.0
DLG,433,375,58,0.0,1.0,-1.0
ANV,80,118,-38,1.0,1.0,0.0
TCL,124,158,-34,1.0,0.0,1.0
ABS,143,121,22,0.0,0.0,0.0
LDG,256,252,4,0.0,0.0,0.0
NDN,158,79,79,0.0,2.0,-2.0
HAI,197,250,-53,0.0,0.0,0.0
PAS,84,35,49,1.0,0.0,1.0
SJS,46,51,-5,0.0,0.0,0.0
HPX,9,10,-1,3.0,1.0,2.0
HVH,217,174,43,0.0,0.0,0.0
CTR,963,370,593,51.0,30.0,21.0
NAF,276,55,221,4.0,0.0,4.0
NTL,101,146,-45,0.0,0.0,0.0
SHI,185,40,145,1.0,1.0,0.0
DHC,47,26,21,3.0,0.0,3.0
LTG,157,92,65,0.0,2.0,-2.0
CEO,187,118,69,1.0,0.0,1.0
OIL,164,148,16,2.0,1.0,1.0
CTD,64,58,6,0.0,0.0,0.0
HVN,196,225,-29,0.0,0.0,0.0
EIB,188,200,-12,0.0,1.0,-1.0
PTB,76,94,-18,0.0,1.0,-1.0
NHH,102,23,79,1.0,1.0,0.0
ELC,63,51,12,0.0,1.0,-1.0
BCG,102,136,-34,0.0,0.0,0.0
FTS,135,181,-46,1.0,0.0,1.0
FCN,147,106,41,0.0,0.0,0.0
CTI,45,36,9,0.0,0.0,0.0
TVN,68,80,-12,0.0,0.0,0.0
HAG,160,169,-9,3.0,0.0,3.0
APG,205,190,15,0.0,0.0,0.0
DPG,48,91,-43,0.0,0.0,0.0
S99,120,123,-3,0.0,0.0,0.0
MSR,43,75,-32,0.0,0.0,0.0
HAX,130,135,-5,0.0,0.0,0.0
HHS,199,177,22,0.0,0.0,0.0
ACV,114,66,48,0.0,0.0,0.0
VGI,163,120,43,1.0,0.0,1.0
TDM,98,74,24,0.0,0.0,0.0
EVG,122,55,67,2.0,0.0,2.0
TIG,63,52,11,0.0,0.0,0.0
D2D,71,72,-1,0.0,0.0,0.0
HII,103,90,13,0.0,0.0,0.0
KOS,84,26,58,0.0,0.0,0.0
PC1,156,122,34,1.0,1.0,0.0
FMC,57,75,-18,0.0,0.0,0.0
TV2,55,105,-50,0.0,0.0,0.0
TSC,104,138,-34,0.0,2.0,-2.0
VTP,134,87,47,1.0,0.0,1.0
FIR,80,57,23,0.0,0.0,0.0
DRH,196,106,90,0.0,0.0,0.0
PPC,21,46,-25,0.0,0.0,0.0
EVF,172,43,129,0.0,0.0,0.0
TVC,94,72,22,3.0,0.0,3.0
PVC,128,90,38,0.0,0.0,0.0
MSH,38,40,-2,0.0,1.0,-1.0
IDJ,32,53,-21,0.0,0.0,0.0
DRI,87,112,-25,0.0,0.0,0.0
BWE,338,124,214,3.0,0.0,3.0
HT1,71,46,25,0.0,0.0,0.0
PVP,30,26,4,0.0,0.0,0.0
BCC,38,33,5,0.0,0.0,0.0
LAS,84,60,24,0.0,0.0,0.0
DVN,23,31,-8,0.0,0.0,0.0
MST,190,66,124,2.0,2.0,0.0
GEG,49,41,8,0.0,0.0,0.0
GTN,42,60,-18,0.0,0.0,0.0
C4G,79,55,24,0.0,0.0,0.0
NT2,44,81,-37,0.0,0.0,0.0
IDI,132,114,18,0.0,0.0,0.0
MBG,69,109,-40,0.0,0.0,0.0
TVB,53,49,4,0.0,0.0,0.0
G36,54,60,-6,0.0,0.0,0.0
QTP,70,105,-35,0.0,1.0,-1.0
TDC,83,57,26,0.0,1.0,-1.0
TCM,79,39,40,24.0,1.0,23.0
LSS,70,74,-4,0.0,0.0,0.0
PLP,236,150,86,0.0,0.0,0.0
VOC,35,23,12,0.0,0.0,0.0
PLC,70,98,-28,0.0,1.0,-1.0
AMV,45,50,-5,1.0,0.0,1.0
TDH,45,111,-66,0.0,0.0,0.0
DAH,43,35,8,0.0,0.0,0.0
VNE,162,105,57,1.0,0.0,1.0
BFC,48,28,20,0.0,0.0,0.0
