Stock,B,S,G,BB,BS,BG
VCS,63,107,-44,4.0,4.0,0.0
CII,151,242,-91,3.0,1.0,2.0
CRE,99,43,56,11.0,10.0,1.0
CTR,101,86,15,0.0,2.0,-2.0
HAH,231,225,6,1.0,0.0,1.0
TCM,55,36,19,2.0,0.0,2.0
SMC,267,139,128,2.0,2.0,0.0
DLG,340,427,-87,0.0,0.0,0.0
PET,572,533,39,5.0,3.0,2.0
BVS,244,230,14,3.0,6.0,-3.0
BSI,246,246,0,1.0,4.0,-3.0
ANV,142,174,-32,0.0,3.0,-3.0
HUT,160,65,95,1.0,2.0,-1.0
CKG,293,289,4,0.0,0.0,0.0
PHR,132,244,-112,6.0,7.0,-1.0
TSC,104,178,-74,0.0,4.0,-4.0
NAF,91,36,55,0.0,0.0,0.0
KLF,209,190,19,3.0,3.0,0.0
ORS,280,151,129,8.0,10.0,-2.0
PAN,188,179,9,4.0,1.0,3.0
OIL,236,268,-32,0.0,3.0,-3.0
SHI,90,44,46,0.0,2.0,-2.0
APH,115,104,11,8.0,2.0,6.0
ART,150,174,-24,1.0,5.0,-4.0
SZC,128,204,-76,0.0,3.0,-3.0
REE,185,251,-66,1.0,6.0,-5.0
TLH,931,569,362,12.0,6.0,6.0
APS,183,240,-57,0.0,3.0,-3.0
AGR,678,657,21,1.0,1.0,0.0
ACV,42,46,-4,0.0,0.0,0.0
VIB,147,212,-65,1.0,5.0,-4.0
VDS,195,214,-19,3.0,3.0,0.0
LAS,68,134,-66,0.0,0.0,0.0
DPG,161,181,-20,0.0,3.0,-3.0
ASM,136,252,-116,0.0,2.0,-2.0
TVN,42,94,-52,0.0,1.0,-1.0
HHS,79,187,-108,0.0,0.0,0.0
S99,147,173,-26,0.0,5.0,-5.0
LTG,75,99,-24,2.0,0.0,2.0
HAX,117,182,-65,0.0,0.0,0.0
GIL,86,86,0,0.0,2.0,-2.0
HPX,21,11,10,9.0,2.0,7.0
QNS,17,78,-61,0.0,1.0,-1.0
NTL,390,292,98,2.0,2.0,0.0
VPG,42,77,-35,0.0,2.0,-2.0
HVN,114,147,-33,0.0,3.0,-3.0
NHH,41,36,5,3.0,0.0,3.0
LCG,211,339,-128,0.0,0.0,0.0
VEA,27,34,-7,0.0,1.0,-1.0
VNE,59,64,-5,0.0,0.0,0.0
SAB,11,32,-21,0.0,0.0,0.0
HAG,112,146,-34,0.0,0.0,0.0
AAS,163,165,-2,1.0,4.0,-3.0
D2D,72,73,-1,0.0,0.0,0.0
NDN,34,66,-32,0.0,1.0,-1.0
TIG,24,42,-18,0.0,0.0,0.0
FRT,992,804,188,14.0,5.0,9.0
POM,67,67,0,0.0,0.0,0.0
DHC,7,41,-34,0.0,3.0,-3.0
HII,57,56,1,0.0,0.0,0.0
APG,129,204,-75,0.0,0.0,0.0
BCG,87,143,-56,0.0,0.0,0.0
MHC,41,63,-22,0.0,0.0,0.0
TVC,125,103,22,1.0,3.0,-2.0
AMD,335,440,-105,0.0,0.0,0.0
BII,313,254,59,2.0,2.0,0.0
PLC,38,57,-19,0.0,0.0,0.0
BFC,38,85,-47,0.0,1.0,-1.0
CTD,45,75,-30,1.0,1.0,0.0
BMI,57,43,14,1.0,0.0,1.0
VGI,119,117,2,0.0,2.0,-2.0
FTS,118,155,-37,0.0,0.0,0.0
PVC,151,201,-50,2.0,4.0,-2.0
LHG,36,46,-10,0.0,0.0,0.0
EVG,35,39,-4,0.0,0.0,0.0
FMC,61,97,-36,0.0,1.0,-1.0
PC1,49,82,-33,0.0,0.0,0.0
VIP,29,86,-57,0.0,0.0,0.0
MSR,62,115,-53,1.0,1.0,0.0
VCG,71,40,31,0.0,1.0,-1.0
GEG,32,41,-9,0.0,0.0,0.0
EIB,96,113,-17,0.0,0.0,0.0
PLP,49,76,-27,0.0,0.0,0.0
ELC,33,53,-20,0.0,0.0,0.0
PHC,48,25,23,1.0,0.0,1.0
DRI,36,136,-100,0.0,0.0,0.0
NTC,18,22,-4,0.0,0.0,0.0
VHG,26,59,-33,0.0,0.0,0.0
G36,76,76,0,0.0,0.0,0.0
TV2,19,41,-22,0.0,0.0,0.0
HAI,182,250,-68,1.0,0.0,1.0
CTI,55,78,-23,0.0,0.0,0.0
IDI,133,162,-29,0.0,0.0,0.0
TDH,27,47,-20,0.0,0.0,0.0
C4G,44,84,-40,0.0,0.0,0.0
DVN,19,42,-23,0.0,0.0,0.0
FIR,51,43,8,0.0,0.0,0.0
KOS,119,40,79,0.0,0.0,0.0
TDM,28,38,-10,0.0,0.0,0.0
NT2,31,42,-11,0.0,0.0,0.0
NRC,17,25,-8,0.0,0.0,0.0
HT1,26,95,-69,0.0,0.0,0.0
MST,31,24,7,0.0,0.0,0.0
VTP,58,41,17,0.0,0.0,0.0
TVB,74,95,-21,0.0,0.0,0.0
QTP,18,44,-26,0.0,1.0,-1.0
SGP,36,51,-15,0.0,1.0,-1.0
IDJ,53,63,-10,0.0,0.0,0.0
TDC,29,64,-35,0.0,0.0,0.0
MBG,132,102,30,0.0,0.0,0.0
BCC,71,76,-5,1.0,1.0,0.0
MSH,34,37,-3,1.0,0.0,1.0
VOC,19,40,-21,0.0,1.0,-1.0
PTB,27,17,10,1.0,0.0,1.0
PVP,14,73,-59,0.0,0.0,0.0
DRH,56,78,-22,0.0,0.0,0.0
MPC,20,30,-10,0.0,0.0,0.0
PPC,23,70,-47,0.0,0.0,0.0
PAS,76,43,33,2.0,0.0,2.0
TIP,4,32,-28,0.0,0.0,0.0
HVH,8,33,-25,0.0,0.0,0.0
AMV,28,107,-79,0.0,1.0,-1.0
DCL,8,28,-20,0.0,0.0,0.0
LSS,24,84,-60,0.0,0.0,0.0
CCL,51,147,-96,0.0,0.0,0.0
SJS,16,30,-14,0.0,0.0,0.0
EVF,15,34,-19,0.0,0.0,0.0
HAP,15,28,-13,0.0,0.0,0.0
TAR,26,63,-37,0.0,0.0,0.0
GTN,84,116,-32,0.0,0.0,0.0
HTN,12,60,-48,0.0,0.0,0.0
AAV,56,35,21,0.0,0.0,0.0
VIG,73,42,31,0.0,0.0,0.0
KMR,69,116,-47,0.0,0.0,0.0
CMX,38,52,-14,0.0,0.0,0.0
PSH,22,22,0,0.0,0.0,0.0
BMP,10,23,-13,0.0,0.0,0.0
DAH,170,26,144,0.0,0.0,0.0
VGS,38,46,-8,0.0,0.0,0.0
BWE,73,94,-21,0.0,0.0,0.0
PVM,6,10,-4,0.0,0.0,0.0
PVI,15,20,-5,0.0,0.0,0.0
PVB,20,23,-3,0.0,0.0,0.0
GKM,35,22,13,0.0,0.0,0.0
