Stock,B,S,G,BB,BS,BG
QNS,35.0,67.0,-32.0,6.0,1.0,5.0
NTL,204.0,339.0,-135.0,1.0,2.0,-1.0
VPG,96.0,108.0,-12.0,2.0,4.0,-2.0
HVN,163.0,171.0,-8.0,0.0,0.0,0.0
NHH,121.0,39.0,82.0,0.0,0.0,0.0
LCG,394.0,289.0,105.0,0.0,1.0,-1.0
VEA,45.0,53.0,-8.0,0.0,0.0,0.0
VNE,81.0,91.0,-10.0,0.0,0.0,0.0
SAB,39.0,58.0,-19.0,0.0,0.0,0.0
HAG,147.0,176.0,-29.0,0.0,0.0,0.0
AAS,346.0,193.0,153.0,2.0,2.0,0.0
D2D,144.0,110.0,34.0,1.0,0.0,1.0
NDN,65.0,72.0,-7.0,0.0,1.0,-1.0
TIG,104.0,75.0,29.0,0.0,0.0,0.0
FRT,524.0,514.0,10.0,5.0,4.0,1.0
POM,78.0,52.0,26.0,0.0,0.0,0.0
DHC,38.0,118.0,-80.0,4.0,5.0,-1.0
HII,92.0,80.0,12.0,0.0,0.0,0.0
APG,235.0,233.0,2.0,0.0,0.0,0.0
BCG,509.0,403.0,106.0,1.0,0.0,1.0
MHC,69.0,92.0,-23.0,0.0,0.0,0.0
TVC,106.0,38.0,68.0,1.0,0.0,1.0
AMD,367.0,220.0,147.0,1.0,1.0,0.0
BII,0.0,302.0,-302.0,0.0,1.0,-1.0
PLC,51.0,68.0,-17.0,0.0,0.0,0.0
BFC,108.0,146.0,-38.0,0.0,0.0,0.0
CTD,81.0,74.0,7.0,1.0,1.0,0.0
BMI,81.0,62.0,19.0,0.0,1.0,-1.0
VGI,125.0,131.0,-6.0,2.0,0.0,2.0
FTS,175.0,191.0,-16.0,0.0,0.0,0.0
PVC,86.0,165.0,-79.0,0.0,0.0,0.0
LHG,158.0,103.0,55.0,4.0,0.0,4.0
EVG,50.0,45.0,5.0,0.0,0.0,0.0
FMC,44.0,81.0,-37.0,0.0,0.0,0.0
PC1,249.0,239.0,10.0,0.0,1.0,-1.0
VIP,30.0,88.0,-58.0,0.0,0.0,0.0
MSR,120.0,91.0,29.0,0.0,3.0,-3.0
VCG,72.0,62.0,10.0,0.0,0.0,0.0
GEG,72.0,60.0,12.0,0.0,0.0,0.0
EIB,119.0,76.0,43.0,5.0,2.0,3.0
PLP,49.0,82.0,-33.0,0.0,0.0,0.0
ELC,86.0,76.0,10.0,0.0,0.0,0.0
PHC,42.0,29.0,13.0,0.0,0.0,0.0
DRI,77.0,89.0,-12.0,0.0,0.0,0.0
NTC,36.0,52.0,-16.0,1.0,2.0,-1.0
VHG,106.0,92.0,14.0,0.0,0.0,0.0
G36,82.0,86.0,-4.0,0.0,0.0,0.0
TV2,57.0,85.0,-28.0,0.0,1.0,-1.0
HAI,290.0,165.0,125.0,0.0,0.0,0.0
CTI,63.0,84.0,-21.0,0.0,0.0,0.0
IDI,109.0,131.0,-22.0,0.0,0.0,0.0
TDH,44.0,49.0,-5.0,0.0,0.0,0.0
C4G,102.0,93.0,9.0,0.0,0.0,0.0
DVN,37.0,63.0,-26.0,0.0,0.0,0.0
FIR,57.0,45.0,12.0,0.0,0.0,0.0
KOS,86.0,19.0,67.0,0.0,0.0,0.0
TDM,75.0,82.0,-7.0,0.0,0.0,0.0
NT2,33.0,113.0,-80.0,0.0,0.0,0.0
NRC,81.0,32.0,49.0,0.0,1.0,-1.0
HT1,67.0,74.0,-7.0,0.0,0.0,0.0
MST,40.0,44.0,-4.0,0.0,0.0,0.0
VTP,73.0,107.0,-34.0,0.0,0.0,0.0
TVB,119.0,109.0,10.0,0.0,0.0,0.0
QTP,27.0,67.0,-40.0,0.0,0.0,0.0
SGP,52.0,60.0,-8.0,0.0,0.0,0.0
IDJ,73.0,118.0,-45.0,0.0,1.0,-1.0
TDC,51.0,81.0,-30.0,0.0,0.0,0.0
MBG,70.0,99.0,-29.0,0.0,0.0,0.0
BCC,57.0,67.0,-10.0,0.0,1.0,-1.0
MSH,5.0,67.0,-62.0,0.0,0.0,0.0
VOC,19.0,38.0,-19.0,1.0,0.0,1.0
PTB,105.0,78.0,27.0,3.0,4.0,-1.0
PVP,84.0,71.0,13.0,0.0,0.0,0.0
DRH,204.0,223.0,-19.0,0.0,0.0,0.0
MPC,25.0,27.0,-2.0,0.0,0.0,0.0
PPC,47.0,87.0,-40.0,1.0,0.0,1.0
PAS,46.0,30.0,16.0,0.0,0.0,0.0
TIP,9.0,30.0,-21.0,1.0,0.0,1.0
HVH,684.0,184.0,500.0,3.0,6.0,-3.0
AMV,78.0,100.0,-22.0,0.0,0.0,0.0
DCL,22.0,31.0,-9.0,0.0,0.0,0.0
LSS,100.0,67.0,33.0,1.0,0.0,1.0
CCL,66.0,86.0,-20.0,0.0,0.0,0.0
SJS,28.0,62.0,-34.0,0.0,0.0,0.0
EVF,328.0,224.0,104.0,5.0,7.0,-2.0
HAP,46.0,39.0,7.0,0.0,0.0,0.0
TAR,49.0,49.0,0.0,0.0,0.0,0.0
GTN,72.0,81.0,-9.0,0.0,0.0,0.0
HTN,47.0,51.0,-4.0,0.0,0.0,0.0
AAV,63.0,37.0,26.0,0.0,0.0,0.0
VIG,75.0,80.0,-5.0,0.0,0.0,0.0
KMR,41.0,54.0,-13.0,0.0,0.0,0.0
CMX,36.0,48.0,-12.0,0.0,0.0,0.0
PSH,54.0,33.0,21.0,1.0,0.0,1.0
BMP,62.0,34.0,28.0,0.0,0.0,0.0
DAH,132.0,0.0,132.0,0.0,0.0,0.0
VGS,29.0,50.0,-21.0,0.0,0.0,0.0
BWE,78.0,55.0,23.0,1.0,0.0,1.0
PVM,15.0,16.0,-1.0,1.0,0.0,1.0
PVI,10.0,21.0,-11.0,0.0,0.0,0.0
PVB,45.0,28.0,17.0,0.0,0.0,0.0
GKM,78.0,26.0,52.0,0.0,2.0,-2.0
