Stock,B,S,G,BB,BS,BG
AAS,477,346,131,4.0,2.0,2.0
NTL,418,226,192,1.0,0.0,1.0
BVH,348,352,-4,7.0,4.0,3.0
KSB,315,328,-13,3.0,2.0,1.0
BSI,703,566,137,19.0,5.0,14.0
DPM,412,499,-87,9.0,7.0,2.0
LCG,363,497,-134,2.0,2.0,0.0
DGC,371,320,51,14.0,8.0,6.0
CII,213,270,-57,5.0,6.0,-1.0
ASM,183,267,-84,0.0,2.0,-2.0
APH,126,97,29,2.0,4.0,-2.0
CTD,85,124,-39,2.0,2.0,0.0
TCM,104,61,43,0.0,1.0,-1.0
VHC,316,472,-156,2.0,8.0,-6.0
SHI,188,70,118,12.0,6.0,6.0
SBS,850,627,223,7.0,6.0,1.0
MST,70,55,15,0.0,1.0,-1.0
VPG,143,125,18,1.0,1.0,0.0
CKG,915,572,343,6.0,2.0,4.0
SJS,345,158,187,5.0,1.0,4.0
PAN,299,235,64,2.0,4.0,-2.0
PHC,81,50,31,0.0,0.0,0.0
TTF,733,615,118,3.0,2.0,1.0
PHR,188,297,-109,3.0,15.0,-12.0
HHS,251,288,-37,0.0,0.0,0.0
PNJ,218,189,29,6.0,5.0,1.0
VCS,140,141,-1,7.0,6.0,1.0
HPX,25,53,-28,5.0,12.0,-7.0
VIB,284,509,-225,0.0,1.0,-1.0
DCM,854,877,-23,3.0,11.0,-8.0
TSC,575,377,198,3.0,3.0,0.0
BWE,93,130,-37,1.0,5.0,-4.0
MSR,85,139,-54,0.0,0.0,0.0
PET,599,541,58,3.0,4.0,-1.0
FCN,209,295,-86,0.0,2.0,-2.0
CTI,95,125,-30,0.0,0.0,0.0
KOS,98,34,64,0.0,0.0,0.0
ANV,273,301,-28,6.0,5.0,1.0
PSH,199,112,87,6.0,0.0,6.0
HUT,688,206,482,10.0,7.0,3.0
HAH,697,427,270,3.0,2.0,1.0
BCG,278,219,59,0.0,0.0,0.0
NHH,88,44,44,4.0,4.0,0.0
AGR,2346,875,1471,17.0,16.0,1.0
HVN,415,149,266,1.0,1.0,0.0
S99,271,230,41,1.0,1.0,0.0
BVS,492,682,-190,16.0,4.0,12.0
PLC,74,114,-40,0.0,0.0,0.0
REE,185,231,-46,3.0,1.0,2.0
NTC,21,20,1,1.0,2.0,-1.0
DGW,236,129,107,5.0,4.0,1.0
LDG,648,551,97,0.0,1.0,-1.0
VDS,535,322,213,4.0,5.0,-1.0
APG,725,505,220,2.0,2.0,0.0
CEO,480,238,242,1.0,10.0,-9.0
NAF,403,135,268,0.0,4.0,-4.0
LTG,174,187,-13,2.0,2.0,0.0
FRT,278,252,26,0.0,0.0,0.0
BMI,74,82,-8,0.0,1.0,-1.0
HTN,61,65,-4,0.0,0.0,0.0
FTS,482,193,289,3.0,0.0,3.0
DRH,338,181,157,2.0,0.0,2.0
ART,963,482,481,9.0,11.0,-2.0
QNS,92,83,9,2.0,2.0,0.0
ACV,433,174,259,9.0,4.0,5.0
LAS,160,153,7,0.0,0.0,0.0
TVC,69,137,-68,0.0,0.0,0.0
HDG,281,220,61,4.0,9.0,-5.0
HII,107,77,30,0.0,0.0,0.0
AMD,361,351,10,0.0,0.0,0.0
LSS,342,173,169,0.0,0.0,0.0
KMR,80,103,-23,0.0,0.0,0.0
TLH,450,371,79,2.0,1.0,1.0
AMV,100,163,-63,1.0,0.0,1.0
ELC,63,109,-46,0.0,0.0,0.0
HT1,101,139,-38,0.0,0.0,0.0
NT2,110,100,10,1.0,1.0,0.0
NDN,63,106,-43,1.0,1.0,0.0
D2D,128,134,-6,0.0,1.0,-1.0
TIG,238,117,121,2.0,1.0,1.0
G36,106,121,-15,0.0,0.0,0.0
BCC,132,111,21,0.0,0.0,0.0
DTD,78,57,21,0.0,0.0,0.0
VGI,170,177,-7,0.0,0.0,0.0
TVN,235,238,-3,0.0,2.0,-2.0
PVC,417,273,144,0.0,1.0,-1.0
DHC,31,37,-6,0.0,2.0,-2.0
NRC,48,39,9,0.0,0.0,0.0
C4G,56,127,-71,0.0,0.0,0.0
DRI,177,159,18,0.0,1.0,-1.0
GEG,103,99,4,0.0,0.0,0.0
FMC,124,113,11,0.0,0.0,0.0
HAI,311,314,-3,0.0,0.0,0.0
HAX,166,219,-53,0.0,0.0,0.0
VCG,158,38,120,0.0,0.0,0.0
PC1,71,132,-61,0.0,1.0,-1.0
SMC,511,285,226,4.0,2.0,2.0
EIB,138,131,7,0.0,0.0,0.0
KLF,591,193,398,3.0,8.0,-5.0
TDH,119,111,8,0.0,0.0,0.0
EVF,66,64,2,0.0,0.0,0.0
TDC,49,92,-43,0.0,0.0,0.0
MSH,45,32,13,0.0,0.0,0.0
IDI,108,177,-69,0.0,0.0,0.0
LHG,137,123,14,0.0,0.0,0.0
SAB,135,70,65,6.0,3.0,3.0
AAV,36,40,-4,0.0,0.0,0.0
MHC,177,144,33,0.0,1.0,-1.0
GKM,152,68,84,0.0,2.0,-2.0
QTP,63,86,-23,0.0,0.0,0.0
TVB,303,184,119,3.0,1.0,2.0
GIL,181,135,46,2.0,1.0,1.0
DPG,238,247,-9,4.0,7.0,-3.0
MBG,74,170,-96,0.0,1.0,-1.0
TDM,226,120,106,1.0,3.0,-2.0
HAP,85,87,-2,0.0,0.0,0.0
DVN,125,119,6,0.0,0.0,0.0
BII,153,206,-53,0.0,2.0,-2.0
VTP,101,61,40,0.0,0.0,0.0
SGP,188,138,50,0.0,1.0,-1.0
PVP,94,160,-66,0.0,0.0,0.0
PVM,25,18,7,0.0,0.0,0.0
IDJ,137,169,-32,0.0,1.0,-1.0
MPC,38,52,-14,0.0,0.0,0.0
HVH,34,47,-13,0.0,0.0,0.0
VHG,384,64,320,0.0,0.0,0.0
SIP,1,15,-14,0.0,0.0,0.0
TCL,399,241,158,1.0,1.0,0.0
BMP,37,47,-10,0.0,0.0,0.0
TV2,66,95,-29,0.0,1.0,-1.0
VGS,91,68,23,0.0,0.0,0.0
DCL,85,93,-8,1.0,2.0,-1.0
VEA,118,151,-33,0.0,1.0,-1.0
PVB,68,78,-10,0.0,0.0,0.0
TAR,96,62,34,0.0,0.0,0.0
PAS,212,108,104,1.0,8.0,-7.0
GTN,77,81,-4,0.0,0.0,0.0
CCL,97,102,-5,0.0,0.0,0.0
PTB,241,102,139,4.0,3.0,1.0
VIG,189,128,61,1.0,2.0,-1.0
KLB,32,46,-14,0.0,0.0,0.0
VOC,36,81,-45,1.0,1.0,0.0
BFC,72,85,-13,0.0,0.0,0.0
KSH,111,98,13,0.0,0.0,0.0
DST,92,57,35,0.0,0.0,0.0
PVI,20,25,-5,0.0,0.0,0.0
