Stock,B,S,G,BB,BS,BG
ROS,1077,1205,-128,5.0,7.0,-2.0
ANV,357,704,-347,2.0,15.0,-13.0
VGT,738,309,429,4.0,22.0,-18.0
HDC,438,231,207,14.0,15.0,-1.0
CRE,191,87,104,25.0,10.0,15.0
BSI,712,466,246,6.0,10.0,-4.0
KDH,501,548,-47,6.0,5.0,1.0
HAG,1144,617,527,14.0,1.0,13.0
HAH,438,787,-349,2.0,5.0,-3.0
DBC,375,352,23,13.0,11.0,2.0
MWG,177,298,-121,6.0,11.0,-5.0
DPM,477,513,-36,7.0,5.0,2.0
PSH,273,88,185,22.0,4.0,18.0
FRT,686,621,65,7.0,3.0,4.0
D2D,557,260,297,8.0,2.0,6.0
CTS,711,641,70,1.0,0.0,1.0
HQC,974,932,42,4.0,3.0,1.0
VIB,310,612,-302,2.0,10.0,-8.0
AAS,853,639,214,0.0,4.0,-4.0
KSB,475,424,51,3.0,2.0,1.0
TVN,260,745,-485,9.0,2.0,7.0
CII,299,570,-271,4.0,2.0,2.0
PET,539,587,-48,2.0,4.0,-2.0
GAS,209,295,-86,4.0,7.0,-3.0
DCL,246,142,104,14.0,10.0,4.0
PAN,456,234,222,8.0,3.0,5.0
HDG,303,293,10,5.0,4.0,1.0
SAB,220,130,90,11.0,4.0,7.0
REE,442,321,121,5.0,3.0,2.0
LCG,340,456,-116,4.0,6.0,-2.0
LDG,802,729,73,0.0,1.0,-1.0
HPX,59,54,5,18.0,10.0,8.0
BVS,268,397,-129,4.0,4.0,0.0
SHI,266,103,163,9.0,2.0,7.0
FTS,349,199,150,6.0,3.0,3.0
ORS,484,121,363,2.0,2.0,0.0
APG,659,483,176,1.0,1.0,0.0
SBS,468,470,-2,2.0,8.0,-6.0
BWE,364,163,201,14.0,0.0,14.0
PNJ,154,232,-78,6.0,7.0,-1.0
AGR,677,670,7,0.0,0.0,0.0
CTR,184,156,28,5.0,5.0,0.0
NTC,143,86,57,8.0,1.0,7.0
BMI,227,146,81,10.0,1.0,9.0
ART,415,323,92,2.0,3.0,-1.0
HUT,264,629,-365,5.0,3.0,2.0
PVM,73,19,54,12.0,3.0,9.0
OIL,332,384,-52,2.0,5.0,-3.0
BII,321,252,69,0.0,3.0,-3.0
PVP,280,304,-24,3.0,1.0,2.0
APS,351,337,14,3.0,2.0,1.0
ASM,339,391,-52,0.0,0.0,0.0
ELC,415,254,161,0.0,0.0,0.0
DGW,172,135,37,2.0,1.0,1.0
S99,263,244,19,0.0,1.0,-1.0
HVN,280,527,-247,1.0,0.0,1.0
CEO,350,267,83,3.0,3.0,0.0
MSR,265,281,-16,0.0,2.0,-2.0
FCN,298,270,28,1.0,1.0,0.0
FMC,195,248,-53,3.0,1.0,2.0
VDS,249,255,-6,0.0,1.0,-1.0
AMD,495,682,-187,0.0,1.0,-1.0
VTP,90,151,-61,2.0,0.0,2.0
TDM,290,128,162,0.0,1.0,-1.0
VCS,84,116,-32,1.0,9.0,-8.0
DPG,96,171,-75,0.0,5.0,-5.0
TTF,432,405,27,0.0,0.0,0.0
NT2,259,196,63,0.0,0.0,0.0
LTG,186,261,-75,1.0,0.0,1.0
DRI,258,251,7,3.0,0.0,3.0
PVC,378,218,160,0.0,2.0,-2.0
LHG,315,100,215,0.0,0.0,0.0
TVC,183,112,71,0.0,5.0,-5.0
IDI,262,365,-103,0.0,0.0,0.0
TLH,242,316,-74,0.0,1.0,-1.0
EIB,110,243,-133,0.0,3.0,-3.0
VGI,229,194,35,0.0,2.0,-2.0
KLF,154,394,-240,1.0,3.0,-2.0
BMP,198,74,124,0.0,2.0,-2.0
CKG,231,344,-113,0.0,0.0,0.0
TCL,191,118,73,1.0,0.0,1.0
HHS,209,300,-91,0.0,2.0,-2.0
VPG,171,119,52,0.0,0.0,0.0
NHH,66,53,13,3.0,1.0,2.0
BCG,172,232,-60,0.0,0.0,0.0
PHC,45,81,-36,0.0,0.0,0.0
NTL,126,241,-115,0.0,1.0,-1.0
VCG,132,44,88,0.0,2.0,-2.0
CTD,116,171,-55,0.0,1.0,-1.0
TCM,131,45,86,4.0,3.0,1.0
DRH,160,182,-22,1.0,0.0,1.0
HAX,255,206,49,0.0,0.0,0.0
TVB,256,158,98,0.0,2.0,-2.0
NDN,125,102,23,1.0,0.0,1.0
VPI,73,87,-14,1.0,0.0,1.0
IDJ,182,128,54,1.0,0.0,1.0
PAS,78,48,30,1.0,0.0,1.0
AMV,247,129,118,1.0,1.0,0.0
HT1,178,130,48,0.0,0.0,0.0
BCC,79,184,-105,1.0,0.0,1.0
TDC,178,169,9,0.0,0.0,0.0
CTI,120,72,48,1.0,1.0,0.0
GIL,124,98,26,1.0,0.0,1.0
KLB,99,69,30,0.0,1.0,-1.0
DVN,151,149,2,0.0,2.0,-2.0
PVI,110,71,39,1.0,1.0,0.0
HVH,109,152,-43,1.0,0.0,1.0
DLG,252,352,-100,0.0,0.0,0.0
PC1,161,96,65,0.0,1.0,-1.0
GEG,181,172,9,0.0,0.0,0.0
LAS,133,138,-5,0.0,2.0,-2.0
BFC,143,111,32,0.0,0.0,0.0
TIG,76,123,-47,0.0,4.0,-4.0
DHC,76,61,15,0.0,3.0,-3.0
VOC,115,116,-1,1.0,0.0,1.0
ACV,54,83,-29,1.0,2.0,-1.0
SMC,139,133,6,0.0,0.0,0.0
TDH,303,167,136,0.0,0.0,0.0
FIR,99,55,44,2.0,0.0,2.0
HAI,231,302,-71,0.0,0.0,0.0
VGS,136,133,3,0.0,3.0,-3.0
MHC,97,150,-53,0.0,0.0,0.0
G36,160,89,71,0.0,0.0,0.0
AAV,120,78,42,0.0,2.0,-2.0
KOS,44,47,-3,0.0,0.0,0.0
SGP,86,104,-18,0.0,2.0,-2.0
MPC,113,73,40,0.0,0.0,0.0
QTP,98,101,-3,0.0,0.0,0.0
EVF,115,87,28,0.0,1.0,-1.0
PLC,76,99,-23,0.0,0.0,0.0
MBG,120,159,-39,0.0,1.0,-1.0
SJF,208,213,-5,0.0,0.0,0.0
VHG,79,213,-134,0.0,0.0,0.0
GKM,121,67,54,3.0,0.0,3.0
TV2,52,64,-12,1.0,0.0,1.0
NRC,56,46,10,0.0,0.0,0.0
SIP,49,36,13,2.0,0.0,2.0
C4G,116,86,30,0.0,3.0,-3.0
GTN,118,148,-30,0.0,0.0,0.0
HII,72,26,46,1.0,0.0,1.0
PTB,53,48,5,0.0,1.0,-1.0
NAF,99,47,52,0.0,0.0,0.0
SJS,48,48,0,1.0,0.0,1.0
VIG,114,176,-62,0.0,0.0,0.0
KSH,161,106,55,0.0,0.0,0.0
LSS,75,89,-14,0.0,0.0,0.0
KMR,79,119,-40,0.0,0.0,0.0
QNS,36,36,0,0.0,0.0,0.0
SPI,21,32,-11,0.0,0.0,0.0
VEA,38,31,7,0.0,0.0,0.0
