Stock,B,S,G,BB,BS,BG
DRC,100.0,78,22.0,0.0,0.0,0.0
NAF,256.0,26,230.0,3.0,0.0,3.0
BID,68.0,65,3.0,1.0,0.0,1.0
HDC,58.0,55,3.0,0.0,0.0,0.0
VHC,58.0,56,2.0,1.0,0.0,1.0
HAH,113.0,74,39.0,1.0,0.0,1.0
PET,68.0,61,7.0,0.0,0.0,0.0
PVT,86.0,104,-18.0,0.0,0.0,0.0
BMI,35.0,51,-16.0,0.0,0.0,0.0
SMC,82.0,132,-50.0,0.0,1.0,-1.0
PLX,17.0,36,-19.0,0.0,0.0,0.0
ROS,151.0,119,32.0,0.0,0.0,0.0
HNG,124.0,102,22.0,0.0,0.0,0.0
MST,92.0,38,54.0,0.0,0.0,0.0
SGP,104.0,98,6.0,0.0,0.0,0.0
DPM,93.0,71,22.0,1.0,1.0,0.0
TTF,166.0,145,21.0,0.0,0.0,0.0
PAN,77.0,65,12.0,1.0,4.0,-3.0
SZC,125.0,50,75.0,0.0,1.0,-1.0
DPG,57.0,50,7.0,0.0,0.0,0.0
GIL,23.0,35,-12.0,0.0,0.0,0.0
HBC,79.0,55,24.0,0.0,0.0,0.0
KSB,79.0,42,37.0,0.0,0.0,0.0
DGW,38.0,32,6.0,0.0,0.0,0.0
TNG,93.0,34,59.0,1.0,1.0,0.0
VIB,175.0,109,66.0,0.0,0.0,0.0
APH,111.0,57,54.0,0.0,0.0,0.0
BVH,31.0,39,-8.0,0.0,0.0,0.0
BSI,27.0,51,-24.0,0.0,0.0,0.0
TDM,58.0,57,1.0,0.0,0.0,0.0
PC1,35.0,55,-20.0,0.0,0.0,0.0
IDC,91.0,65,26.0,4.0,3.0,1.0
SBT,54.0,63,-9.0,0.0,2.0,-2.0
NTL,36.0,41,-5.0,0.0,0.0,0.0
HUT,45.0,76,-31.0,0.0,1.0,-1.0
CKG,56.0,56,0.0,0.0,0.0,0.0
NDN,85.0,64,21.0,0.0,1.0,-1.0
VPI,33.0,8,25.0,9.0,1.0,8.0
CEO,38.0,39,-1.0,0.0,0.0,0.0
BWE,64.0,123,-59.0,0.0,0.0,0.0
ITA,91.0,93,-2.0,0.0,0.0,0.0
LHG,71.0,48,23.0,1.0,0.0,1.0
EIB,10.0,19,-9.0,0.0,0.0,0.0
PTB,27.0,26,1.0,0.0,0.0,0.0
BVS,27.0,50,-23.0,0.0,0.0,0.0
REE,20.0,33,-13.0,0.0,0.0,0.0
VTP,89.0,49,40.0,1.0,0.0,1.0
ASM,39.0,50,-11.0,0.0,0.0,0.0
PHR,21.0,27,-6.0,0.0,0.0,0.0
HQC,99.0,98,1.0,0.0,1.0,-1.0
VCG,62.0,6,56.0,0.0,0.0,0.0
VPG,26.0,30,-4.0,0.0,0.0,0.0
VGT,85.0,92,-7.0,0.0,0.0,0.0
LTG,36.0,35,1.0,0.0,0.0,0.0
TV2,18.0,25,-7.0,0.0,0.0,0.0
LCG,61.0,50,11.0,0.0,0.0,0.0
QNS,53.0,66,-13.0,1.0,0.0,1.0
CTS,46.0,61,-15.0,0.0,0.0,0.0
CII,39.0,35,4.0,0.0,0.0,0.0
HVN,65.0,152,-87.0,0.0,0.0,0.0
PHC,36.0,22,14.0,1.0,0.0,1.0
TCM,23.0,7,16.0,0.0,0.0,0.0
SHI,162.0,15,147.0,0.0,0.0,0.0
ANV,21.0,16,5.0,0.0,0.0,0.0
FMC,23.0,17,6.0,0.0,0.0,0.0
ART,32.0,16,16.0,0.0,0.0,0.0
LAS,56.0,65,-9.0,1.0,0.0,1.0
HAG,139.0,63,76.0,0.0,1.0,-1.0
DCL,19.0,6,13.0,0.0,0.0,0.0
DHC,36.0,21,15.0,3.0,0.0,3.0
NT2,19.0,45,-26.0,0.0,0.0,0.0
VEA,3.0,4,-1.0,0.0,0.0,0.0
AGR,54.0,28,26.0,0.0,0.0,0.0
CSV,69.0,60,9.0,0.0,0.0,0.0
SBS,60.0,57,3.0,0.0,0.0,0.0
TSC,20.0,23,-3.0,0.0,0.0,0.0
NHH,49.0,27,22.0,0.0,0.0,0.0
EVG,3.0,1,2.0,0.0,0.0,0.0
KLF,26.0,54,-28.0,0.0,0.0,0.0
AAS,25.0,28,-3.0,0.0,0.0,0.0
LDG,53.0,100,-47.0,0.0,0.0,0.0
FTS,20.0,30,-10.0,0.0,0.0,0.0
BCG,37.0,40,-3.0,0.0,0.0,0.0
TLH,45.0,33,12.0,0.0,0.0,0.0
SAB,3.0,4,-1.0,0.0,0.0,0.0
APS,57.0,34,23.0,0.0,0.0,0.0
TVC,42.0,26,16.0,0.0,0.0,0.0
VDS,27.0,16,11.0,0.0,0.0,0.0
APG,163.0,47,116.0,0.0,0.0,0.0
KOS,71.0,16,55.0,2.0,0.0,2.0
NTC,0.0,6,-6.0,0.0,0.0,0.0
FCN,20.0,14,6.0,0.0,0.0,0.0
FIR,25.0,17,8.0,0.0,0.0,0.0
AMD,38.0,30,8.0,0.0,0.0,0.0
HPX,1.0,1,0.0,0.0,0.0,0.0
DLG,45.0,53,-8.0,0.0,0.0,0.0
MHC,7.0,22,-15.0,0.0,0.0,0.0
BII,43.0,26,17.0,0.0,1.0,-1.0
OIL,79.0,39,40.0,1.0,0.0,1.0
HHS,38.0,32,6.0,0.0,0.0,0.0
ELC,150.0,65,85.0,0.0,0.0,0.0
HII,24.0,27,-3.0,0.0,0.0,0.0
CTD,19.0,10,9.0,0.0,0.0,0.0
QTP,25.0,16,9.0,0.0,0.0,0.0
HT1,29.0,9,20.0,0.0,0.0,0.0
HAX,61.0,35,26.0,0.0,0.0,0.0
MSH,15.0,9,6.0,0.0,0.0,0.0
S99,22.0,16,6.0,0.0,0.0,0.0
ORS,19.0,16,3.0,0.0,0.0,0.0
TCL,24.0,17,7.0,0.0,0.0,0.0
HAI,35.0,16,19.0,0.0,0.0,0.0
HID,39.0,43,-4.0,0.0,0.0,0.0
PLP,46.0,27,19.0,0.0,0.0,0.0
SJS,5.0,18,-13.0,0.0,0.0,0.0
D2D,0.0,7,-7.0,0.0,0.0,0.0
PLC,25.0,25,0.0,0.0,0.0,0.0
DAH,23.0,19,4.0,0.0,0.0,0.0
VGI,105.0,107,-2.0,1.0,0.0,1.0
TVB,47.0,8,39.0,0.0,0.0,0.0
ABS,31.0,20,11.0,0.0,0.0,0.0
PAS,69.0,33,36.0,0.0,8.0,-8.0
HCD,44.0,21,23.0,0.0,0.0,0.0
TVN,32.0,39,-7.0,2.0,0.0,2.0
DRH,11.0,16,-5.0,0.0,0.0,0.0
MSR,11.0,4,7.0,0.0,0.0,0.0
TIG,8.0,8,0.0,0.0,0.0,0.0
PVC,26.0,16,10.0,0.0,0.0,0.0
LIG,38.0,33,5.0,0.0,1.0,-1.0
HVH,18.0,14,4.0,0.0,0.0,0.0
