Stock,B,S,G,BB,BS,BG
MHC,137,157,-20,0.0,0.0,0.0
PVM,106,79,27,4.0,0.0,4.0
LTG,438,394,44,3.0,2.0,1.0
AMD,298,473,-175,0.0,0.0,0.0
TDM,70,92,-22,0.0,0.0,0.0
PVP,429,475,-46,4.0,0.0,4.0
PVC,401,470,-69,0.0,1.0,-1.0
DHC,141,86,55,0.0,3.0,-3.0
SMC,270,331,-61,0.0,0.0,0.0
APG,874,457,417,0.0,0.0,0.0
MSR,406,297,109,2.0,0.0,2.0
ELC,118,129,-11,0.0,0.0,0.0
BMI,143,140,3,0.0,0.0,0.0
TVN,265,238,27,2.0,0.0,2.0
LAS,151,138,13,0.0,0.0,0.0
VPG,379,269,110,1.0,1.0,0.0
TIG,131,152,-21,1.0,2.0,-1.0
TCL,173,96,77,0.0,0.0,0.0
DRI,207,250,-43,0.0,0.0,0.0
MBG,222,189,33,0.0,0.0,0.0
GKM,267,86,181,0.0,0.0,0.0
VCG,99,47,52,0.0,0.0,0.0
HAI,218,248,-30,0.0,0.0,0.0
KMR,117,191,-74,0.0,0.0,0.0
AMV,208,219,-11,0.0,0.0,0.0
PSH,165,121,44,0.0,0.0,0.0
LSS,97,135,-38,0.0,0.0,0.0
TVB,423,161,262,1.0,0.0,1.0
PC1,96,109,-13,0.0,0.0,0.0
NDN,212,183,29,0.0,0.0,0.0
SIP,14,8,6,0.0,1.0,-1.0
SGP,265,180,85,0.0,0.0,0.0
PAS,111,34,77,0.0,0.0,0.0
HHS,320,355,-35,1.0,0.0,1.0
ACV,108,115,-7,1.0,0.0,1.0
TDC,293,197,96,0.0,0.0,0.0
HT1,299,194,105,0.0,0.0,0.0
SJS,57,59,-2,0.0,0.0,0.0
AAV,108,58,50,0.0,0.0,0.0
BWE,211,145,66,0.0,0.0,0.0
GTN,136,153,-17,0.0,0.0,0.0
IDJ,105,110,-5,0.0,1.0,-1.0
POM,73,115,-42,0.0,0.0,0.0
LHG,109,88,21,0.0,0.0,0.0
QTP,45,74,-29,0.0,0.0,0.0
G36,86,83,3,0.0,0.0,0.0
VOC,442,349,93,1.0,0.0,1.0
GEG,130,152,-22,0.0,0.0,0.0
D2D,242,125,117,0.0,0.0,0.0
BFC,70,64,6,0.0,0.0,0.0
KOS,16,55,-39,0.0,0.0,0.0
HII,51,50,1,0.0,0.0,0.0
KSH,65,93,-28,0.0,1.0,-1.0
HAX,289,239,50,0.0,0.0,0.0
DRH,121,146,-25,0.0,0.0,0.0
NT2,228,291,-63,0.0,0.0,0.0
VGS,103,99,4,0.0,0.0,0.0
NRC,47,43,4,0.0,0.0,0.0
CTI,204,160,44,0.0,0.0,0.0
VIG,206,184,22,0.0,1.0,-1.0
TDH,321,222,99,0.0,0.0,0.0
PTB,111,64,47,1.0,0.0,1.0
PLC,111,111,0,0.0,0.0,0.0
VHG,155,102,53,0.0,0.0,0.0
C4G,125,86,39,0.0,0.0,0.0
PPC,73,42,31,0.0,0.0,0.0
KLB,11,66,-55,0.0,0.0,0.0
QNS,40,40,0,0.0,0.0,0.0
EVF,103,141,-38,0.0,0.0,0.0
VEA,31,30,1,0.0,0.0,0.0
SPI,10,33,-23,0.0,0.0,0.0
